block_id	namespace	functional_categories	sources
fission_reactor:fission_fuel_acceptor	fission_reactor	power_energy_fluids	fission_reactor-0.1.0.jar
fission_reactor:fission_reactor_rod	fission_reactor	processing_machines,power_energy_fluids	fission_reactor-0.1.0.jar
framedblocks:framed_activator_rail_slope	framedblocks	processing_machines	FramedBlocks-9.4.3.jar
framedblocks:framed_bookshelf	framedblocks	storage_item_io	FramedBlocks-9.4.3.jar
framedblocks:framed_chest	framedblocks	storage_item_io	FramedBlocks-9.4.3.jar
framedblocks:framed_chiseled_bookshelf	framedblocks	storage_item_io	FramedBlocks-9.4.3.jar
framedblocks:framed_elevated_double_slope_edge	framedblocks	processing_machines	FramedBlocks-9.4.3.jar
framedblocks:framed_elevated_double_slope_slab	framedblocks	processing_machines	FramedBlocks-9.4.3.jar
framedblocks:framed_elevated_slope_edge	framedblocks	processing_machines	FramedBlocks-9.4.3.jar
framedblocks:framed_elevated_slope_slab	framedblocks	processing_machines	FramedBlocks-9.4.3.jar
framedblocks:framed_fancy_activator_rail	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:framed_fancy_activator_rail_slope	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:framed_fancy_detector_rail	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:framed_fancy_detector_rail_slope	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:framed_fancy_powered_rail	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:framed_fancy_powered_rail_slope	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:framed_fancy_rail	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:framed_fancy_rail_slope	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:framed_flower_pot	framedblocks	processing_machines	FramedBlocks-9.4.3.jar
framedblocks:framed_gold_pressure_plate	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:framed_iron_pressure_plate	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:framed_obsidian_pressure_plate	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:framed_pressure_plate	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:framed_soul_torch	framedblocks	magic_ritual	FramedBlocks-9.4.3.jar
framedblocks:framed_soul_wall_torch	framedblocks	magic_ritual	FramedBlocks-9.4.3.jar
framedblocks:framed_stone_pressure_plate	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:framed_waterloggable_gold_pressure_plate	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:framed_waterloggable_iron_pressure_plate	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:framed_waterloggable_obsidian_pressure_plate	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:framed_waterloggable_pressure_plate	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:framed_waterloggable_stone_pressure_plate	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:framing_saw	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
framedblocks:powered_framing_saw	framedblocks	processing_machines,create_kinetics_and_logistics	FramedBlocks-9.4.3.jar
ftbquests:loot_crate_opener	ftbquests	storage_item_io	ftb-quests-forge-2001.4.21.jar
gases_and_plasmas:electrolyzer	gases_and_plasmas	processing_machines	gases_and_plasmas-0.1.0.jar
gases_and_plasmas:gas_compressor	gases_and_plasmas	processing_machines,power_energy_fluids,create_kinetics_and_logistics	gases_and_plasmas-0.1.0.jar
gases_and_plasmas:gas_fan	gases_and_plasmas	processing_machines,create_kinetics_and_logistics	gases_and_plasmas-0.1.0.jar
gases_and_plasmas:gas_pipe	gases_and_plasmas	power_energy_fluids	gases_and_plasmas-0.1.0.jar
iceandfire:crackled_cobblestone	iceandfire	storage_item_io	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:crackled_dirt	iceandfire	storage_item_io	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:crackled_dirt_path	iceandfire	storage_item_io	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:crackled_grass	iceandfire	storage_item_io	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:crackled_gravel	iceandfire	storage_item_io	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:crackled_stone	iceandfire	storage_item_io	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:dragonforge_fire_brick	iceandfire	processing_machines	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:dragonforge_fire_core	iceandfire	processing_machines	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:dragonforge_fire_core_disabled	iceandfire	processing_machines	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:dragonforge_fire_input	iceandfire	processing_machines	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:dragonforge_ice_brick	iceandfire	processing_machines	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:dragonforge_ice_core	iceandfire	processing_machines	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:dragonforge_ice_core_disabled	iceandfire	processing_machines	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:dragonforge_ice_input	iceandfire	processing_machines	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:dragonforge_lightning_brick	iceandfire	processing_machines	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:dragonforge_lightning_core	iceandfire	processing_machines	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:dragonforge_lightning_core_disabled	iceandfire	processing_machines	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:dragonforge_lightning_input	iceandfire	processing_machines	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:dread_stone_bricks_cracked	iceandfire	storage_item_io	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:ghost_chest	iceandfire	storage_item_io	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:pixie_jar_0	iceandfire	storage_item_io	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:pixie_jar_1	iceandfire	storage_item_io	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:pixie_jar_2	iceandfire	storage_item_io	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:pixie_jar_3	iceandfire	storage_item_io	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:pixie_jar_4	iceandfire	storage_item_io	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:pixie_jar_5	iceandfire	storage_item_io	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:pixie_jar_empty	iceandfire	storage_item_io	iceandfire-2.1.13-1.20.1-beta-5.jar
iceandfire:tinkers_fluid	iceandfire	power_energy_fluids	iceandfire-2.1.13-1.20.1-beta-5.jar
immersive_weathering:cracked_brick_slab	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_brick_stairs	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_brick_wall	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_bricks	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_deepslate_brick_slab	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_deepslate_brick_stairs	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_deepslate_brick_wall	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_deepslate_tile_slab	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_deepslate_tile_stairs	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_deepslate_tile_wall	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_end_stone_brick_slab	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_end_stone_brick_stairs	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_end_stone_brick_wall	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_end_stone_bricks	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_nether_brick_slab	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_nether_brick_stairs	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_nether_brick_wall	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_polished_blackstone_brick_slab	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_polished_blackstone_brick_stairs	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_polished_blackstone_brick_wall	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_prismarine_brick_slab	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_prismarine_brick_stairs	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_prismarine_brick_wall	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_prismarine_bricks	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_stone_brick_slab	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_stone_brick_stairs	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:cracked_stone_brick_wall	immersive_weathering	storage_item_io	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:earthen_clay_farmland	immersive_weathering	create_kinetics_and_logistics	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:loamy_farmland	immersive_weathering	create_kinetics_and_logistics	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:sandy_farmland	immersive_weathering	create_kinetics_and_logistics	immersive_weathering-1.20.1-2.0.5-forge.jar
immersive_weathering:silty_farmland	immersive_weathering	create_kinetics_and_logistics	immersive_weathering-1.20.1-2.0.5-forge.jar
k_turrets:reloader	k_turrets	storage_item_io	K-Turrets-3.0.44-1.20.1.jar
liquid_coolant:coolant_exchanger	liquid_coolant	power_energy_fluids,storage_item_io	liquid_coolant-0.1.0.jar
liquid_coolant:creative_cold_source	liquid_coolant	magic_ritual	liquid_coolant-0.1.0.jar
liquid_coolant:creative_heat_source	liquid_coolant	power_energy_fluids,magic_ritual	liquid_coolant-0.1.0.jar
littlelogistics:fluid_hopper	littlelogistics	power_energy_fluids	littlelogistics-mc1.20.1-v1.20.1.2.jar
littlelogistics:vessel_charger	littlelogistics	processing_machines	littlelogistics-mc1.20.1-v1.20.1.2.jar
lootr:lootr_barrel	lootr	storage_item_io	lootr-forge-1.20-0.7.35.94.jar
lootr:lootr_chest	lootr	storage_item_io	lootr-forge-1.20-0.7.35.94.jar
lootr:lootr_inventory	lootr	power_energy_fluids	lootr-forge-1.20-0.7.35.94.jar
lootr:lootr_trapped_chest	lootr	storage_item_io	lootr-forge-1.20-0.7.35.94.jar
mae2:16x_crafting_accelerator	mae2	crafting_workstations	mae2-2.0.0.jar
mae2:256x_crafting_accelerator	mae2	crafting_workstations	mae2-2.0.0.jar
mae2:4x_crafting_accelerator	mae2	crafting_workstations	mae2-2.0.0.jar
mae2:64x_crafting_accelerator	mae2	crafting_workstations	mae2-2.0.0.jar
mae2:cloud_chamber	mae2	processing_machines	mae2-2.0.0.jar
malum:arcane_spirited_glass	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:azure_runewood_leaves	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:azure_runewood_sapling	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:blighted_soulwood	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:block_of_arcane_charcoal	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:block_of_raw_soulstone	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:block_of_soul_stained_steel	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:block_of_soulstone	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:budding_soulwood_leaves	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:cut_runewood_planks	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:cut_soulwood_planks	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:deepslate_soulstone_ore	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:exposed_runewood_log	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:exposed_soulwood_log	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:hanging_azure_runewood_leaves	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:hanging_runewood_leaves	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:hanging_soulwood_leaves	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:revealed_runewood_log	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:revealed_soulwood_log	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:ritual_plinth	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_beam	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_boards	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_boards_slab	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_boards_stairs	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_boards_wall	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_door	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_item_pedestal	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_item_stand	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_leaves	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_log	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_obelisk	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_obelisk_component	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_panel	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_planks	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_planks_button	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_planks_fence	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_planks_fence_gate	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_planks_pressure_plate	malum	processing_machines,magic_ritual,create_kinetics_and_logistics	malum-1.20.1-1.6.7.jar
malum:runewood_planks_slab	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_planks_stairs	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_sapling	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_sign	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_tiles	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_tiles_slab	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_tiles_stairs	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_totem_base	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_totem_pole	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_trapdoor	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runewood_wall_sign	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:runic_workbench	malum	crafting_workstations	malum-1.20.1-1.6.7.jar
malum:rustic_runewood_planks	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:rustic_runewood_planks_slab	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:rustic_runewood_planks_stairs	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:rustic_runewood_tiles	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:rustic_runewood_tiles_slab	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:rustic_runewood_tiles_stairs	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:rustic_soulwood_planks	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:rustic_soulwood_planks_slab	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:rustic_soulwood_planks_stairs	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:rustic_soulwood_tiles	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:rustic_soulwood_tiles_slab	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:rustic_soulwood_tiles_stairs	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:solid_runewood_trapdoor	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:solid_soulwood_trapdoor	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulstone_ore	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_beam	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_boards	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_boards_slab	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_boards_stairs	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_boards_wall	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_door	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_growth	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_item_pedestal	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_item_stand	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_leaves	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_log	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_panel	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_planks	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_planks_button	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_planks_fence	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_planks_fence_gate	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_planks_pressure_plate	malum	processing_machines,magic_ritual,create_kinetics_and_logistics	malum-1.20.1-1.6.7.jar
malum:soulwood_planks_slab	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_planks_stairs	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_sign	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_tiles	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_tiles_slab	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_tiles_stairs	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_totem_base	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_totem_pole	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_trapdoor	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:soulwood_wall_sign	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:spirit_altar	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:spirit_jar	malum	storage_item_io	malum-1.20.1-1.6.7.jar
malum:stripped_runewood	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:stripped_runewood_log	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:stripped_soulwood	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:stripped_soulwood_log	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:tainted_ether_brazier	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:tainted_iridescent_ether_brazier	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:tainted_rock_item_pedestal	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:tainted_rock_pressure_plate	malum	processing_machines,create_kinetics_and_logistics	malum-1.20.1-1.6.7.jar
malum:twisted_ether_brazier	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:twisted_iridescent_ether_brazier	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:twisted_rock_item_pedestal	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:twisted_rock_pressure_plate	malum	processing_machines,create_kinetics_and_logistics	malum-1.20.1-1.6.7.jar
malum:vertical_runewood_boards	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:vertical_runewood_boards_slab	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:vertical_runewood_boards_stairs	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:vertical_runewood_planks	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:vertical_runewood_planks_slab	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:vertical_runewood_planks_stairs	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:vertical_rustic_runewood_planks	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:vertical_rustic_runewood_planks_slab	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:vertical_rustic_runewood_planks_stairs	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:vertical_rustic_soulwood_planks	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:vertical_rustic_soulwood_planks_slab	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:vertical_rustic_soulwood_planks_stairs	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:vertical_soulwood_boards	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:vertical_soulwood_boards_slab	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:vertical_soulwood_boards_stairs	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:vertical_soulwood_planks	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:vertical_soulwood_planks_slab	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:vertical_soulwood_planks_stairs	malum	magic_ritual	malum-1.20.1-1.6.7.jar
malum:void_depot	malum	processing_machines,storage_item_io,create_kinetics_and_logistics	malum-1.20.1-1.6.7.jar
malum:weavers_workbench	malum	crafting_workstations	malum-1.20.1-1.6.7.jar
minecraft:acacia_pressure_plate	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:activator_rail	minecraft	processing_machines	minecraft-1.20.1-client.jar
minecraft:anvil	minecraft	crafting_workstations	minecraft-1.20.1-client.jar
minecraft:attached_pumpkin_stem	minecraft	power_energy_fluids	minecraft-1.20.1-client.jar
minecraft:bamboo_pressure_plate	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:barrel	minecraft	storage_item_io	minecraft-1.20.1-client.jar
minecraft:birch_pressure_plate	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:blast_furnace	minecraft	processing_machines	minecraft-1.20.1-client.jar
minecraft:bookshelf	minecraft	storage_item_io	minecraft-1.20.1-client.jar
minecraft:brain_coral_fan	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:brain_coral_wall_fan	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:brewing_stand	minecraft	processing_machines	amendments-1.20-2.2.5.jar
minecraft:bubble_coral_fan	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:bubble_coral_wall_fan	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:campfire	minecraft	processing_machines	minecraft-1.20.1-client.jar
minecraft:cartography_table	minecraft	crafting_workstations	minecraft-1.20.1-client.jar
minecraft:carved_pumpkin	minecraft	power_energy_fluids	minecraft-1.20.1-client.jar
minecraft:cauldron	minecraft	processing_machines	amendments-1.20-2.2.5.jar
minecraft:cherry_pressure_plate	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:chest	minecraft	storage_item_io	minecraft-1.20.1-client.jar
minecraft:chipped_anvil	minecraft	crafting_workstations	minecraft-1.20.1-client.jar
minecraft:chiseled_bookshelf	minecraft	storage_item_io	minecraft-1.20.1-client.jar
minecraft:crafting_table	minecraft	crafting_workstations	minecraft-1.20.1-client.jar
minecraft:crimson_pressure_plate	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:damaged_anvil	minecraft	crafting_workstations	minecraft-1.20.1-client.jar
minecraft:dark_oak_pressure_plate	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:dead_brain_coral_fan	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:dead_brain_coral_wall_fan	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:dead_bubble_coral_fan	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:dead_bubble_coral_wall_fan	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:dead_fire_coral_fan	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:dead_fire_coral_wall_fan	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:dead_horn_coral_fan	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:dead_horn_coral_wall_fan	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:dead_tube_coral_fan	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:dead_tube_coral_wall_fan	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:enchanting_table	minecraft	crafting_workstations,processing_machines,magic_ritual	minecraft-1.20.1-client.jar
minecraft:ender_chest	minecraft	storage_item_io	minecraft-1.20.1-client.jar
minecraft:fire_coral_fan	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:fire_coral_wall_fan	minecraft	processing_machines,create_kinetics_and_logistics	minecraft-1.20.1-client.jar
minecraft:fletching_table	minecraft	crafting_workstations	minecraft-1.20.1-client.jar
minecraft:furnace	minecraft	processing_machines	minecraft-1.20.1-client.jar
minecraft:grindstone	minecraft	crafting_workstations	minecraft-1.20.1-client.jar
